product_name,Vertical,product_url,City,Price (USD),product_description,product_number_of_review,product_Number_of_bookings,,,
【礁溪泡湯美食樂】鳳凰德陽川泉旅 - 蘭陽在地美食百匯吃到飽＋泡湯（需電話預約）,F&B,https://www.kkday.com/zh-tw/product/24903,宜蘭,12.52,溪鄉因境內多河川伏流，枯水期成乾溪因在「廳志」中得名「旱溪」。德陽川泉旅位為礁溪鬧區，掌握了交通便捷之優勢，巧匠精工打造的溫泉庭園景觀，不僅讓旅人能在鬧區浸淫在溫泉之樂，引領旅人走入弄中小徑體驗不同礁溪風靜，打開您的感官，來趟道地的礁溪溫泉之旅。,,,,,
【台東鹿鳴溫泉酒店】裸湯＋自助晚餐,Activities & Experiences,https://www.kkday.com/zh-tw/product/23513,台東,35.41,「山SPA」位於鹿鳴溫泉酒店六樓，出於台東縱谷西側之中央山脈地層中，為台灣頂級的碳酸氫納泉之一，泡完湯後還能享受良時自助晚餐，達到真正的身心靈享受,,,,,
【飯店美食推薦】北投老爺酒店-1F PURE法式餐廳餐券限時再贈大眾裸湯,F&B,https://www.kkday.com/zh-tw/product/23810,台北,16.74,北投老爺酒店-1F PURE法式餐廳，飯店廚師固定每週兩次親至陽明山專屬的蔬果栽培區栽種，全程無農藥的成長過程生產出北投老爺專屬的安全蔬果。這些食材除了從陽光、空氣、水與土壤得到基本的養分之外，更注入了農民與廚師的用心，呈現出感動人心的滋味！透過 KKday 線上購買「北投老爺酒店-1F PURE法式餐廳餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受星級餐飲的魅力！,,,,,
【澎湖海底郵筒】澎湖浮潛、潛水體驗 ＋ 海底郵筒寄明信片,Activities & Experiences,https://www.kkday.com/zh-tw/product/19485,澎湖,20.92,澎湖是台灣度假聖地之一，你可在資源豐富的澎湖海域浮潛獲潛水，跟著專業的教練悠遊於湛藍的海底世界，體驗各種輕重裝潛水活動，潛入水裡尋找海底郵筒，寄出親筆書寫的溫馨明信片，輕鬆享受海中樂趣也留下難忘的回憶！,-48,199 個已訂購,,,
【台南觀光巴士】台南雙層觀光巴士 4 小時 / 1 日優惠乘車券,Local Transfer,https://www.kkday.com/zh-tw/product/19665,台南,9.33,購買台南觀光巴士 4 小時或 1 日乘車券，你可搭乘舒適的雙層巴士暢遊古都台南，不限次數隨意上、下車，參觀遊覽赤崁樓、安平古堡、億載金城、全臺首學孔廟、安平樹屋、神農街與花園夜市等，不需額外規劃交通方式即可輕鬆深入市區，嚐遍美食之都的經典道地小吃，感受台南現代與歷史交錯的城市韻味。,-59,203 個已訂購,,,
【五星級飯店住宿推薦】高雄寒軒國際飯店-雙人房住宿券（需另行電話訂位）,Activities & Experiences,https://www.kkday.com/zh-tw/product/23457,高雄,96.53,寒軒國際大飯店位居交通四通八達的市中心，機場、購物、娛樂、古蹟名勝近在比鄰。擁有311 間設計一流的典雅客房與套房， 美食餐廳提供中外美食，另有大型宴會廳及典雅貴賓包廂，完善硬體設備與無微不至的溫馨服務，滿足商務人士及渡假旅客的多重需求。,,,,,
【飯店美食推薦】台北凱撒大飯店-2F Checkers自助式餐券,F&B,https://www.kkday.com/zh-tw/product/23580,台北,16.06,台北凱撒大飯店- 2F Checkers，希望讓消費者吃到更道地的異國美食，無限供應義式料理、日式碳烤、台式鐵板、當季生魚片、海鮮吧、鮮蔬沙拉、四季鮮果、亞洲麵食區、異國熱食區、手工甜點區、法式馬卡龍、法國進口Häagen-Dazs冰淇淋等。透過 KKday 線上購買「台北凱撒大飯店-2F Checkers自助式餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受五星級餐飲的魅力！,,,,,
【宜蘭包車一日遊】明池森林遊樂園區、龍座咖啡、冬山伯朗大道（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24099,宜蘭,170.7,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,-1,,,,
【高雄藝術文化村】十鼓橋糖文創園區入場門票,Attraction & Shows,https://www.kkday.com/zh-tw/product/23864,高雄,10.14,位於高雄的十鼓橋糖文創園區，有著百年文化遺產，秉持「守舊創新」的理念，將停產閒置的糖倉空間再造，進而保留台灣糖廠歷史的原貌，兼具藝術人文內涵的自然環境與擊樂表演融合的場域，為一處充滿文化知性的觀光新景點，在 KKday 預訂不須現場排隊，線上購買更便宜！,-2,,,,
【清境接駁巴士】清境今去明回巴士套票（台北 / 台中 /台南 / 高雄出發）,Local Transfer,https://www.kkday.com/zh-tw/product/23605,南投,16.06,想去中台灣必訪熱門景點－清境農場不再是個難規劃的行程，推薦您搭乘舒適方便的統聯巴士，台灣北中南多個上車地點任您挑選，朋友一同出遊可從不同地區出發，清境來回巴士套票解決您的交通煩惱，讓您輕鬆規劃清境兩天一夜。,-1,,,,
【不可錯過的鹽田夕陽】台南鹽田潟湖黑面琵鷺包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3837,台南,148.06,早上造訪井仔腳瓦盤鹽田，下午到七股潟湖搭竹筏大啖鮮蚵、黑面琵鷺生態展示館，再去曾文溪口溼地一探國際級貴客 黑面琵鷺！,-7,,,,
【澎湖酒吧體驗】福朋喜來登 Swave 微浮酒吧無限暢飲、特調兌換券,F&B,https://www.kkday.com/zh-tw/product/21396,澎湖,20.6,來到澎湖，前往在地酒吧感受離島狂歡的夜晚！事先預訂澎湖 Swave 微浮酒吧兌換券，享有額外優惠，你可在福朋喜來登酒店寬敞的店面或包廂裡，觀賞國際樂團的精湛演出，搭配令人微醺的酒精調飲，隨著音樂搖擺共舞；除了無限暢飲，還有在地特調或無酒精飲料供選擇，適合情人、好友一同小酌，恣意享受澎湖舒心的夜晚！,-7,,,,
【新竹登山二日遊】秀巒部落、鎮西堡教堂、司馬庫斯巨林群,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25701,新竹,128.72,座落在雲和山的彼端，雲嵐煙繞的環境以大地為家，與自然共生的這一群人，被喻為「上帝的部落」司馬庫斯，少了都是煙塵的喧囂，多了山居歲月的靜謐，在這可以欣賞美景、聆聽鳥鳴、吸收芬多精、觸摸煙嵐、體會到部落裡純真的互動。,,,,,
【熱門景點包車一日遊】中正紀念堂、小人國、華泰名品城、宮原眼科（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25183,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
KKday私人包車・五天台灣環島包車旅遊(桃園機場/台北市區飯店上下車),Tours & Sightseeing,https://www.kkday.com/zh-tw/product/11003,"台北, 多個城市","1,126.54",懶人專屬，下飛機即可出發，讓司機帶你遊台灣,,,,,
【阿里山包車一日遊】阿里山森林遊樂區、奮起湖、中正大學（嘉義出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/2014,嘉義,125.52,參加阿里山包車一日遊，搭乘專車從嘉義市區出發，前往奮起湖老街享用小吃，漫步阿里山森林遊樂區，欣賞高海拔的山區美景，一睹神聖的神木風采，沈浸在阿里山的大自然氛圍與芬多精之中；你還可選擇前往經典不敗的偶像劇《流星花園》取景地——中正大學，流連於歐式風格的建築與氣派古典的紅磚體育館前，度過豐富而美好的一日遊時光！,-65,303 個已訂購,,,
【花蓮水上活動】清水斷崖SUP立槳體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/21250,花蓮,51.5,位於蘇花公路旁的清水斷崖有著壯闊的自然風景，是花蓮經典景點，這次用SUP立槳取代獨木舟體驗，專業教練指導、帶您輕鬆上手，與好友們一同相約到花蓮，欣賞太平洋海天一色、海山對峙，見證大自然的鬼斧神工。,-6,,,,
【台東包車半日遊】快速遊台東熱門景點,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3298,台東,89.41,如果你只有短短的半天可以玩台東，不管是市區的景點，或者想直接到鹿野高台、伯朗大道，你可以選擇 4 個小時台東包車行程。,-4,,,,
【澎湖藍洞秘境】探訪美麗藍洞及環遊七美島,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/2375,澎湖,38.62,瘋傳日本媒體，澎湖必去新景點－藍洞，不管你有沒有去過澎湖，藍洞絕對是你不可以錯過的景點！行程中將巡航至西吉嶼，船長將以船隻近距離靠近藍洞，但不會進入藍洞內，天氣好的話，你將有機會看到陽光從上傾瀉而下，映照在清澈海水，把整個洞穴染成夢幻的翠藍色，快來捕捉這難得的夢幻景觀！,-76,378 個已訂購,,,
【台灣特色餐廳】北投大地・奇岩一號・川菜料理,F&B,https://www.kkday.com/zh-tw/product/22481,台北,49.57,奇岩一號提供台式川菜創意料理，讓您享受麻與辣的絕佳口感！,-5,,,,
【台東四人成行】伯朗大道單車之旅、太麻里金針花、武陵綠色隧道・二日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25799,台東,180.25,太麻里，排灣族語「Ja.Bau.Li」意指太陽升起的地方。從金針山眺望，海灣在陽光的照射下，翠綠的竹林、層層堆疊的雲，浪濤花變得更加白晰潔淨，海與湛藍的天空互相輝映。騎乘著單車，走訪金城武踏過的伯朗大道，一塊感受大自然綠意昂然的生命力吧！,,,,,
【如武林大俠騎馬入林】墾丁野外騎馬涉溪體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/3597,墾丁,41.85,馬術是結合了運動、休閒、馴馬技術的熱門活動，騎馬的過程中可訓練平衡性，韻律感及柔軟度。來到墾丁悠客馬術度假村，這裡擁有獨立開闢最原始天然騎乘路線，沒有騎馬經驗也可以涉溪騎乘，小孩也可以與教練共同騎一匹馬，享受回歸大自然的懷抱。,-17,,,,
【九份茶旅】九份山海最佳視角—海悅樓景觀茶坊：東方美人茶 招牌茶點套餐,F&B,https://www.kkday.com/zh-tw/product/17728,新北市,12.84,順著九份老街蜿蜒而上，海悅樓景觀茶坊就位於臨山面海的絕佳觀景位置，喝著東方美人茶搭配招牌茶點，倚靠在木桌上欣賞美輪美奐的九份山城和基隆嶼，依山傍水的環境，讓你輕鬆感受當地的人文自然風情。,-95,499 個已訂購,,,
【KKday獨家推薦】澎湖福朋喜來登・聚味軒海鮮中餐廳,F&B,https://www.kkday.com/zh-tw/product/23286,澎湖,65.79,澎湖福朋喜來登的聚味軒海鮮中餐廳，網羅澎湖當地鮮美食令海鮮與各類中華料理，主廚創意巧手，保留食材原始天然純粹，讓造訪的每位食客與旅人盡情大快朵頤，品嚐味美佳餚。,,,,,
【金品茶語】珍奶、小籠包、牛肉麵，三種來台必嚐美食一次滿足,F&B,https://www.kkday.com/zh-tw/product/11126,台北,28.97,金品茶語邀您一同品味台灣新式茶文化。源自母公司金品茗茶四十年的製茶專業，以及一直以來對茶品質的堅持，挑剔的「 金品茶語 」團隊重視從產地到餐桌的各個環節，只使用品質優良的天然茶葉，秉持健康飲食文化的熱情與信念，傳承實實在在毫不玄虛的品茗醇香。其中紅水烏龍珍珠奶茶備受各界喜愛，是觀光客指定必點的超人氣商品。,-93,331 個已訂購,,,
【熱門景點包車一日遊】台中大里龍貓車站、台南水晶教堂、七股鹽田、高雄市區夜市（台中出發、高雄結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/27625,"台中, 多個城市",214.58,從台中市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊南台灣！,,,,,
【遊湖聽故事】宜蘭冬山河宜蘭金車酒廠包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3567,宜蘭,144.84,出來玩就是要放鬆，優質專業司機將您安全送達各景點，讓你不再為塞車所苦！傳統藝術中心、冬山河，宜蘭寓教於樂之旅，來宜蘭放鬆一下吧。,-5,,,,
【山姆叔叔有好料】私廚包場（午餐／晚餐時段）,F&B,https://www.kkday.com/zh-tw/product/25791,台北,32.19,【山姆叔叔好有料】私廚包場，以到好友家作客的自在感風格，依照客人預算嚴選當季食材入菜，從前菜／沙拉／主菜／甜點，每道都讓你充滿視覺味覺享受。私人包場，擁有專屬的私人空間，不怕打擾，能讓你有個放鬆開心的一餐。,,,,,
【季節限定活動】墾丁夜宿海生館,Attraction & Shows,https://www.kkday.com/zh-tw/product/7841,墾丁,99.14,屏東海生館春季「 觀珊望海、踏水巡田 」及夏季「 蟹逅港口、鹽語船情 」季節限定體驗活動，提供來參與夜宿海生館活動貴賓來場獨特體驗，讓大人小孩可以親自與海底生物互動，與白天參觀海生館絕對是不一樣的體驗，活動多元豐富，肯定是一個難忘的回憶。,-21,274 個已訂購,,,
【騎機車遊花蓮大街小巷不受限】花蓮租機車首選,Local Transfer,https://www.kkday.com/zh-tw/product/21380,花蓮,9.66,想一探花蓮太魯閣氣勢磅礡的地形、必遊的七星潭、砂礫堆積的沖積扇平原、富有多樣生態系的花東縱谷及最具人文歷史的原住民文化，騎機車最方便，KKday 提供優惠的租車方案！,-37,,,,
【看見台灣原住民之美】日月潭纜車、九族文化村一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/6100,南投,57.22,欣賞完日月潭美景，再到附近的九族文化村體驗原住民文化，搭乘纜車俯瞰日月潭，園區內各式歐洲宮廷風格的建築等你來一探究竟，還有刺激的遊樂設施等你來體驗，讓你有個豐富的日月潭之旅！,-19,,,,
【台北必去景點】台北101 觀景台快速通行票,Attraction & Shows,https://www.kkday.com/zh-tw/product/18783,台北,32.83,預訂台北必去景點 101 觀景台快速通行票，登上台北101俯瞰台北迷人美景。憑快速通行票，專人帶你走快速通道，體驗世界最快的電梯，直達89樓觀景台，360度欣賞台北繁華街景；你更可以到91樓戶外觀景台，感受高空風力及更寬闊視野，體驗君臨天下的感覺。,-165,1.2K+ 個已訂購,,,
